"Date","Open","High","Low","Close"
"25 Apr 2019","28093.65","28186.30","27874.95","27914.95"
"24 Apr 2019","27885.55","28085.00","27811.95","28057.85"
"23 Apr 2019","27967.55","28050.50","27842.25","27874.85"
"22 Apr 2019","28317.15","28326.85","27882.45","27907.25"
"18 Apr 2019","28593.75","28639.70","28304.10","28419.55"
"16 Apr 2019","28482.05","28588.30","28461.40","28542.45"
"15 Apr 2019","28351.35","28406.15","28262.65","28389.50"
"12 Apr 2019","28171.60","28295.70","28165.00","28271.10"
"11 Apr 2019","28069.80","28181.15","27993.30","28148.55"
"10 Apr 2019","28137.25","28221.35","28024.20","28056.80"
"09 Apr 2019","28068.25","28177.25","27885.10","28146.45"
"08 Apr 2019","28182.35","28269.95","27949.80","28039.30"
"05 Apr 2019","28111.30","28255.90","28080.25","28143.05"
"04 Apr 2019","28119.50","28128.35","27864.05","28020.55"
"03 Apr 2019","28238.70","28342.85","28008.30","28033.15"
"02 Apr 2019","28398.85","28409.25","28078.60","28137.00"
"01 Apr 2019","28450.65","28544.20","28280.55","28334.00"
"29 Mar 2019","28019.90","28307.05","27980.25","28281.90"
"28 Mar 2019","27664.65","27915.30","27648.75","27873.05"
"27 Mar 2019","27806.65","27904.50","27575.95","27623.20"
"26 Mar 2019","27497.20","27731.55","27487.05","27681.75"
"25 Mar 2019","27606.70","27607.50","27353.00","27423.25"
"22 Mar 2019","27965.15","28094.95","27737.50","27760.00"
"20 Mar 2019","28110.15","28110.20","27906.30","27964.10"
"19 Mar 2019","28066.65","28105.35","27953.40","28058.65"
"18 Mar 2019","27995.55","28078.90","27841.10","27970.70"
"15 Mar 2019","27983.50","28128.55","27866.50","27907.65"
"14 Mar 2019","28104.40","28143.85","27848.25","27942.10"
"13 Mar 2019","28269.65","28314.70","28005.35","28047.85"
"12 Mar 2019","28261.15","28427.35","28156.40","28208.30"
"11 Mar 2019","27573.25","28106.15","27546.60","28087.55"
"08 Mar 2019","27401.75","27491.20","27294.45","27458.20"
"07 Mar 2019","27598.55","27668.55","27393.95","27429.50"
"06 Mar 2019","27500.50","27714.55","27443.60","27558.10"
"05 Mar 2019","26884.00","27378.60","26867.15","27347.05"
"01 Mar 2019","26613.55","26863.75","26594.45","26847.90"
"28 Feb 2019","26415.35","26552.10","26347.30","26514.45"
"27 Feb 2019","26301.65","26658.20","26136.80","26310.85"
"26 Feb 2019","26006.35","26340.65","25796.35","26199.65"
"25 Feb 2019","26179.05","26241.65","26093.90","26212.65"
"22 Feb 2019","25930.20","26124.00","25867.35","26097.55"
"21 Feb 2019","25724.95","25944.70","25674.45","25896.95"
"20 Feb 2019","25434.10","25732.05","25434.10","25677.30"
